"","nct_id","phase","enrollment","number_of_arms","has_dmc","Drug_Class","allocation","intervention_model","primary_purpose","masking","subject_masked","caregiver_masked","investigator_masked","outcomes_assessor_masked","Experimental","Control","Other","n_countries","lead_agency","n_collaborator","us_international","intervention_type","Disease_Group","duration","Therapy","Pivotal","SPA","Orphan","Breakthrough","RMAT","QIDP","Fast_Track","n_primary_endpoint","n_secondary_endpoint"
"91","NCT03745937","Phase 2",2.99573227355399,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",0,"Industry",0,"International only","Drug","Endocrine",141,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"92","NCT03739112","Phase 3",9.45665342531703,"Less than or equal to three","False","Vaccine","Randomized","Parallel Assignment","Not Treatment","Single","FALSE","FALSE","FALSE","TRUE","0","0","0",1.6094379124341,"Industry",0,"Both","Biological","Infectious Disease",269,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"93","NCT03738865","Phase 3",4.88280192258637,"Less than or equal to three","False","Non-NME","Randomized","Crossover Assignment","Treatment","Single","TRUE","FALSE","FALSE","FALSE","0","0","0",1.38629436111989,"Industry",0.693147180559945,"Both","Drug","Endocrine",187,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"94","NCT03736785","Phase 2",5.97635090929793,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",1.09861228866811,"Industry",0,"Both","Drug","Endocrine",460,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"95","NCT03736369","Phase 3",5.57215403217776,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Gastroenterology (Non Inflammatory Bowel Disease)",237,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"96","NCT03734991","Phase 3",5.92958914338989,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Infectious Disease",243,"Monotherapy","Y","N","Yes","No","No","Yes","Yes","1-3","1-2"
"97","NCT03733301","Phase 3",5.79605775076537,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.30258509299405,"Industry",0.693147180559945,"International only","Drug","Allergy",279,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"98","NCT03731364","Phase 2",3.98898404656427,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",214,"Monotherapy","N","N","No","Yes","No","No","Yes","1-3","1-2"
"99","NCT03731182","Phase 3",4.64439089914137,"Less than or equal to three","True","Vaccine","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",1.94591014905531,"Industry",0,"Both","Biological","Infectious Disease",502,"Monotherapy","N","N","No","Yes","No","No","No","1-3","1-2"
"100","NCT03728634","Phase 2",3.85014760171006,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Metabolic",426,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"101","NCT03728504","Phase 2",4.57471097850338,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0.693147180559945,"Industry",0,"Both","Drug","Allergy",481,"Monotherapy","N","N","No","No","No","No","Yes","1-3","1-2"
"102","NCT03725722","Phase 2",5.52545293913178,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",1.09861228866811,"Industry",0,"Both","Drug","Allergy",508,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"103","NCT03721107","Phase 2",5.70044357339069,"More than three","True","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",1.09861228866811,"Industry",0,"Both","Biological","Gastroenterology (Non Inflammatory Bowel Disease)",556,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"104","NCT03720470","Phase 3",6.73101810048208,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",2.94443897916644,"Industry",0,"Both","Drug","Allergy",494,"Combination","Y","N","No","Yes","No","No","No","1-3","1-2"
"105","NCT03719612","Phase 3",5.14166355650266,"Less than or equal to three","False","NME","Other","Single Group Assignment","Not Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Multi-intervention","Cardiovascular",377,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"106","NCT03714776","Phase 2",3.2188758248682,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Cardiovascular",314,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"107","NCT03712280","Phase 2",3.91202300542815,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0.693147180559945,"Industry",0,"Both","Drug","Endocrine",591,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"108","NCT03712124","Phase 2",3.04452243772342,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Gastroenterology (Non Inflammatory Bowel Disease)",223,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"109","NCT03709823","Phase 2",5.53733426701854,"More than three","False","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",161,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"110","NCT03709121","Phase 2",4.18965474202643,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"International only","Drug","Ophthalmology",169,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"111","NCT03706209","Phase 2",5.03043792139244,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0.693147180559945,"Industry",0.693147180559945,"International only","Drug","Autoimmune/immunology",470,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"112","NCT03702777","Phase 2",4.90527477843843,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",1.79175946922805,"Industry",0,"International only","Drug","Urology",545,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"113","NCT03700320","Phase 3",6.61204103483309,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",591,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"114","NCT03699124","Phase 3",7.02908756414966,"Less than or equal to three","True","Vaccine","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0,"Industry",0.693147180559945,"U.S.A. only","Biological","Infectious Disease",369,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"115","NCT03697252","Phase 2",5.2040066870768,"Less than or equal to three","True","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",351,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"116","NCT03697161","Phase 2",3.13549421592915,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",527,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"117","NCT03692910","Phase 2",3.55534806148941,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",216,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"118","NCT03691831","Phase 3",6.21860011969173,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Dermatology",299,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"119","NCT03691623","Phase 2",5.18738580584075,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","1","0",0,"Industry",0.693147180559945,"International only","Drug","Infectious Disease",366,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"120","NCT03690141","Phase 2",2.77258872223978,"Less than or equal to three","True","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Oncology",563,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"121","NCT03688711","Phase 3",3.80666248977032,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",130,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"122","NCT03687372","Phase 3",6.22059017009974,"Less than or equal to three","False","Non-NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Dermatology",354,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"123","NCT03687255","Phase 3",6.94985645500077,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.94443897916644,"Industry",0.693147180559945,"Both","Drug","Infectious Disease",509,"Combination","N","N","No","No","No","Yes","Yes","1-3","1-2"
"124","NCT03687242","Phase 2",2.39789527279837,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Endocrine",383,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"125","NCT03686033","Phase 2",1.6094379124341,"More than three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",230,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"126","NCT03684044","Phase 3",5.90263333340137,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",3.36729582998647,"Industry",0,"Both","Drug","Infectious Disease",433,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"127","NCT03683719","Phase 2",5.55295958492162,"More than three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",1.09861228866811,"Industry",0,"Both","Drug","Allergy",500,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"128","NCT03682705","Phase 2",5.48893772615669,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",2.39789527279837,"Industry",0,"Both","Drug","Autoimmune/immunology",535,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"129","NCT03682302","Phase 3",4.58496747867057,"More than three","True","NME","Randomized","Sequential Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","1","0",0,"Industry",0,"U.S.A. only","Drug","Neurology",175,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"130","NCT03681093","Phase 3",4.58496747867057,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",2.19722457733622,"Industry",0,"Both","Drug","Respiratory",442,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"131","NCT03677401","Phase 3",5.68697535633982,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.09861228866811,"Industry",0,"International only","Drug","Allergy",526,"Monotherapy","Y","N","No","Yes","No","No","No","1-3","1-2"
"132","NCT03676933","Phase 2",1.6094379124341,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Allergy",177,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"133","NCT03676036","Phase 2",3.73766961828337,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Single","TRUE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Allergy",1127,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"134","NCT03673943","Phase 3",4.07753744390572,"Less than or equal to three","True","NME","Other","Single Group Assignment","Not Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Oncology",212,"Monotherapy","Y","N","Yes","No","No","No","Yes","1-3","1-2"
"135","NCT03673670","Phase 2",4.36944785246702,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","1","0","0",0.693147180559945,"Industry",0,"Both","Drug","Respiratory",120,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"136","NCT03672240","Phase 2",1.79175946922805,"Less than or equal to three","True","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0,"U.S.A. only","Drug","Oncology",578,"Monotherapy and Combo Therapy","N","N","No","No","No","No","No","1-3","1-2"
"137","NCT03672175","Phase 3",6.36475075685191,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Psychiatry",466,"Monotherapy","Y","N","No","Yes","No","No","Yes","1-3","1-2"
"138","NCT03667053","Phase 3",3.73766961828337,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",1.09861228866811,"Industry",0,"Both","Drug","Endocrine",273,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"139","NCT03664882","Phase 3",5.48063892334199,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",0,"Industry",0,"International only","Drug","Allergy",108,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"140","NCT03663101","Phase 2",2.77258872223978,"More than three","False","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",0,"Industry",0,"International only","Multi-intervention","Neurology",374,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"141","NCT03661489","Phase 3",6.15060276844628,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Single","TRUE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",1.38629436111989,"International only","Drug","Neurology",618,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
